1948-12-09 03:00:50.520989
1921-12-31 09:35:01.375848
1986-05-13 22:35:10.299303
1986-05-31 17:37:35.319746
1977-12-14 08:12:50.269623
1971-11-16 04:57:54.785444
1958-02-23 14:39:14.240473
1960-11-25 09:07:37.569596
1990-05-29 07:07:21.796182
1936-06-29 08:43:25.179808
1924-10-05 09:07:09.894228
1962-09-25 15:15:34.482358
1924-01-14 20:40:18.215865
1988-09-18 05:44:13.713079
1925-01-03 03:35:29.809932
1990-01-02 06:28:48.070892
1925-02-19 01:07:00.18958
1974-08-15 23:54:22.215512
1993-05-26 17:56:13.183769
2002-02-01 11:57:06.531418
1974-04-08 02:32:59.792413
1999-02-15 17:34:56.141852
1929-10-17 16:18:54.203008
1990-03-03 19:50:11.604412
1951-02-05 17:49:09.907771
2009-12-22 07:34:10.131051
1956-08-05 13:07:02.299084
1926-12-19 21:21:13.30623
1971-09-30 04:07:21.473593
1966-10-13 06:22:13.165611
1955-12-27 14:27:28.287794
2000-09-07 07:08:11.994582
1968-10-12 15:57:14.541459
1932-05-08 13:02:38.587097
1977-02-05 00:45:47.314328
1936-09-25 00:10:04.811083
1984-03-23 18:00:33.372541
1925-03-30 15:25:01.554801
1977-08-20 09:17:42.380679
1964-08-19 01:07:55.168723
1941-09-27 00:08:25.412024
1982-05-25 18:24:50.952323
2007-05-14 16:23:29.651081
1945-10-10 20:48:43.627889
1961-02-10 00:09:04.665402
1922-05-16 19:58:59.461014
1925-10-12 03:17:30.376198
1966-04-01 01:16:04.854982
1976-12-29 19:53:21.676525
1999-03-07 21:13:43.559967
1958-05-02 13:13:11.3864
1941-04-05 22:26:20.146354
1988-04-21 14:48:38.379235
1968-02-17 05:32:05.589408
1921-06-06 18:16:31.750766
1929-05-27 08:37:48.287006
1968-02-07 13:06:15.720459
1958-01-10 07:23:34.04985
1936-05-15 05:59:01.593236
1929-11-05 17:13:35.871468
2004-10-22 13:45:47.215462
1972-05-10 20:26:29.88103
1920-07-13 00:21:47.86605
1963-08-04 05:43:00.434337
1984-09-16 09:29:07.145543
1977-08-18 01:07:33.857794
1980-04-28 05:53:05.24542
1958-12-08 03:29:40.518083
1982-11-15 16:32:35.412595
1947-12-16 15:10:46.303515
2003-07-27 04:37:34.364222
2004-08-11 16:41:00.824619
1920-05-09 09:35:37.255839
2000-12-06 21:01:04.015304
1940-05-21 13:29:43.129925
1961-06-19 09:44:41.921241
2003-04-22 17:00:02.153733
1946-03-02 16:47:13.506122
2007-09-18 11:00:46.776223
1970-04-20 12:53:23.830259
1935-05-07 14:00:57.066089
1956-01-18 00:13:58.162623
1991-07-25 11:19:43.976613
2003-08-27 04:49:35.445324
2004-03-05 05:46:02.429447
1992-12-29 05:36:15.727379
1923-01-20 13:27:23.73233
1962-04-11 18:52:18.149907
1941-01-07 12:59:49.77723
1939-06-04 19:26:25.325566
1972-02-15 12:05:54.021375
1935-10-30 02:45:35.670108
1991-10-13 15:52:53.884012
1972-08-27 12:27:40.564841
1979-06-02 08:28:36.104445
1966-06-29 01:22:01.029554
1940-04-13 13:35:14.422636
1949-09-27 14:21:41.349865
2005-06-05 04:51:41.547638
2003-02-27 06:07:49.835231
1977-09-12 05:32:27.65338
1998-12-29 09:29:15.91186
1997-10-07 22:48:49.337266
1978-01-19 15:08:04.909219
1989-12-04 06:30:18.60458
1928-02-26 12:18:32.467191
1929-07-08 00:52:46.830459
1983-03-25 23:30:20.758313
1954-04-28 05:05:45.973313
1927-03-25 11:53:33.606682
1943-07-13 12:23:44.588571
1969-09-01 19:06:43.039402
1963-04-11 12:07:30.446722
1925-02-02 23:43:27.242601
1963-04-27 23:56:17.162142
1957-06-13 17:53:32.876169
1998-02-01 05:19:42.96998
1966-05-17 13:23:40.894472
1999-09-23 12:45:51.026076
1929-02-07 18:19:31.424626
1985-10-19 08:50:04.897454
1961-11-07 00:51:43.724867
1944-12-06 21:05:07.094733
1967-08-01 00:42:58.781466
1924-07-03 13:19:24.289708
2004-05-08 05:33:43.199178
1924-01-27 02:04:59.81102
1944-10-15 02:54:38.712344
1944-02-02 19:55:24.549043
2009-07-01 06:56:41.358658
1937-12-11 09:02:28.547575
2001-10-15 01:27:50.879839
1998-06-28 16:25:55.947934
1925-09-17 07:51:17.884841
1969-11-02 16:35:55.789058
1978-05-31 22:56:14.552514
1933-11-12 20:09:50.352032
1979-05-10 17:28:41.296933
1951-08-23 22:26:35.310827
1968-03-10 01:15:36.325344
1986-08-02 05:22:14.903616
1975-03-05 10:50:19.899398
1927-11-09 20:22:18.042162
1939-11-10 17:29:45.350338
1980-04-07 10:33:47.141999
1971-03-06 20:18:35.204304
1977-04-23 11:23:18.226507
1968-05-08 15:53:28.789395
1927-07-21 09:42:16.098777
1967-01-14 00:09:07.929999
1977-06-16 10:13:00.214021
1993-05-08 18:32:20.996231
2008-11-20 01:00:51.654866
2002-05-23 07:18:07.308754
1950-12-06 19:15:19.777697
1923-05-23 14:20:15.944575
1996-09-27 12:51:50.507932
1955-01-01 21:20:19.588718
1948-03-06 17:14:54.656919
1930-10-30 08:47:15.056975
